"Vehicle.AwardTask","Vehicle.sum7","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"Award","Definitive",,,,,414708919,616043711,205585771,403538906,900159902,971894229.41,864660536.33,962945363.1832,1341145583.6664,1528931960.9785,1535352281.7394,1439057781.52,1400024536.11,1077011221.8429,1068811319.149,928222015.62,942278014.9,1416570155.11,1222645650.39,1348142729.73,1447459733.47,1445385307.15
"Task Order","BOA or BPA",,,,,,,,,,,,16050517,128710591,847830831,1052590901.2326,955236666.6151,979898428.4906,652554816.5352,61791248.8413,-21422029.9867,-20424816.1931,-15965074.3321,-6982034.4657,-4085800.9434,-409008.0264,-82415.52
"Task Order","Multi-Awd.",,,,,,27133796,37693598,10154265,17950871,13643106.7793,10204614.6699,2955974.6875,2888849.1875,2205897.2177,23203972.47,32989568.66,10951181.08,18624598,36623275.12,0,-1228491.25,0,,,,
"Task Order","Single-Awd.",1127793,261123279,494384386,459364418,618614849,881208304,993219990,1434029163.2188,1534231064.1373,1964581994.2626,2295320135.9156,2423250456.3431,1922321290.9402,3927773477.8069,4220205554.6911,3620924757.8337,3847864983.0427,3801551640.4032,4073716039.0261,3834155741.3955,3632951298.7708,4308211089.9728,4242821480.4901,2489097961.095,2568683619.0933,2044240304.54
,,16038300,0,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,0,0
